pub_date	title	venue	excerpt	citation	url_slug	paper_url
2020-10-05	Using digital outcrops to make the high Arctic more accessible through the Svalbox database	Journal of Geoscience Education	Paper on virtual outcrop modelling and its applications in geoscience education on Svalbard.	Kim Senger, Peter Betlem, Thomas Birchall, Simon J. Buckley, Bernard Coakley, Christian H. Eide, Peter P. Flaig, Melanie Forien, Olivier Galland, Luiz Gonzaga Jr., Maria Jensen, Tobias Kurz, Isabelle Lecomte, Karen Mair, Rie Hjornegaard Malm, Mark Mulrooney, Nicole Naumann, Ivar Nordmo, Nils Nolde, Kei Ogata, Ole Rabbel, Niklas W. Schaaf & Aleksandra Smyrak-Sikora (2020): Using digital outcrops to make the high Arctic more accessible through the Svalbox database, Journal of Geoscience Education, DOI: 10.1080/10899995.2020.1813865	Senger_etal_2020	https://www.tandfonline.com/doi/pdf/10.1080/10899995.2020.1813865
